"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
0.00248611422140707,0.0101905531254983,0.00496671894991077,0.00363222357405569,0.00109642280876602,0.000947281022547508,0.000671763645550671,0.00137704250965716,0.00107496695665271,0.00217802641983056,0.000438486666666667,0.00615969977383404,0.00243012845670174,0.00236478481106287,0.00162366893836959,0.00306891078060946,0.000683977777777778,0.00139916136747059,0.00334272396769419,0.00130246271265986,0.00377005105929424,0.0119774639289016,0.00502304044541579,0.00351112239359323,0.000720326151333388
0.00244298290223568,0.010311024244937,0.00982775759384849,0.00322469645630218,0.00142551770119668,0.000167096938673578,0.000322364833491745,0.000961221077688379,0.00121967527634844,0.00255668528403135,0.00143189285262025,0.00361098997426485,0.00370262227558748,0.00291255118829394,0.0022519894733332,0.0040083074115018,0.000683977777777778,0.000683977777777778,0.00513919868776424,0.00126529290156048,0.0038754051911385,0.0150509633294563,0.00300034917263565,0.000964161643192488,0.00116533504598386
0.00206774337066718,0.0144913347918992,0.00496947806784454,0.0034193540978958,0.00168614688933294,0.000835021889282587,0.000764295196033431,0.00168698479135848,0.00259554216541506,0.000683977777777778,0.0017681345302706,0.00296182550073814,0.00425395783421659,0.00457062916296389,0.00298852748336082,0.00507711337137684,0.000683977777777778,0.000683977777777778,0.00329650288459765,0.00130517680394227,0.00104332373934753,0.00741277643474338,0.00185847236075315,0.000807136291079812,0.002452355368418
0.00393587760976391,0.00816533463945021,0.0042721090362913,0.0016058450076779,0.000716918611793914,0.00118518579768218,0.000853587119581549,0.00285413222843686,0.00241015942501707,0.000683977777777778,0.00211737776882474,0.00269059278138588,0.00387212696727213,0.00466111049345216,0.000928966666666667,0.00478546349760636,0.000683977777777778,0.000683977777777778,0.00399569365361401,0.00258119062820406,0.000540774594765172,0.00715576762598572,0.00641014103796962,0.000702287779303276,0.0031813854367262
0.00127944090260882,0.00137734881370929,0.0038800930800249,0.00364834552596682,0.00078227854272404,0.000168041946027158,0.00090475208040128,0.00404397552400418,0.00167431891812215,0.000683977777777778,0.00139071764308992,0.00410794490273974,0.00230806810060387,0.00508088723566159,0.00247610869210564,0.00330847273229366,0.000683977777777778,0.00279427009632841,0.0020733304626686,0.00172583285659802,0.000173673760576333,0.00460707374177479,0.00470279057458375,0.00107308644757434,0.00254446291192708
0.00093982360231784,0.001807900368289,0.00273379973649852,0.00275166038988841,0.00125872086352246,0.0001731253079777,0.000459219003835532,0.00535453846488269,0.00180024210419498,0.000683977777777778,0.000438486666666667,0.00305206311185812,0.00170496153229625,0.00359928257605414,0.00123839967791654,0.00345167922506342,0.000683977777777778,0.00334715202507492,0.00205222086821435,0.00126386965857093,0.000190260132473178,0.00311241982297064,0.00562593538946947,0.00138453405137198,0.00601011156741324
0.000223158798660899,0.00325053894631594,0.00181534551601132,0.00239002537280802,0.000712293748839882,0.000726745808120964,0.000782084718077079,0.00293258636425704,0.000941706648037993,0.000683977777777778,0.000902264840451355,0.000683977777777778,0.00150925003258207,0.00287632097121724,0.000928966666666667,0.00356384966187505,0.000683977777777778,0.00464457288733662,0.00240201712092273,0.00355084737617329,0.000654506780182818,0.00380181053702504,0.00767810845077392,0.00492055429431988,0.00980014946882431
0.000408190158465429,0.00201876816616659,0.00322332318136624,0.00118983688226658,0.00040366885727637,0.00141111503454065,0.000959291311853806,0.00389306412281419,0.00166601153268659,0.000683977777777778,0.000438486666666667,0.000683977777777778,0.0015542603015527,0.00145008516837532,0.000928966666666667,0.00250397379925632,0.000683977777777778,0.0109189342281296,0.00188649352788197,0.0130515131473004,0.0017657070915339,0.00413522804289802,0.00383905988944631,0.00558251793359538,0.0107278268899087
0.000432650614965622,0.00340060500229291,0.00264542219980218,0.00177477079282006,0.00020042956810419,0.000712037549371991,0.000875072271365877,0.00491047910214834,0.00220302852832607,0.000683977777777778,0.000438486666666667,0.000683977777777778,0.00206522225568047,0.000683977777777778,0.000928966666666667,0.00167796687708589,0.000683977777777778,0.0117201149522385,0.00198211091136427,0.0110362253450006,0.00281390602168768,0.00569013966422368,0.00333735359238131,0.00546151349031826,0.0062043484249077
0.000259004218803644,0.0077994220882672,0.00268641708644906,0.00313904858677431,0.00120432318254259,0.000728698216463174,0.00153493824687784,0.00450103915301812,0.00295409714328507,0.000683977777777778,0.000438486666666667,0.000683977777777778,0.00291992465328333,0.000683977777777778,0.000928966666666667,0.000739701762038629,0.000683977777777778,0.0104882431500785,0.00644923681670357,0.00297580265607702,0.00314621694870786,0.00215649992948805,0.00551427452880427,0.00278818961029477,0.00975744309138308
0.00037744732988213,0.00476114588154415,0.00235271709198813,0.00603888027165578,0.00148949796531043,0.000639776694544738,0.00151276105418614,0.00366225929486304,0.000775706230850466,0.000683977777777778,0.00198664610705958,0.000683977777777778,0.00191984640997657,0.0015959886799663,0.000928966666666667,0.00143312886620789,0.000683977777777778,0.0106391856988364,0.00624677974950831,0.002207341266209,0.00222765112301215,0.00183070955893017,0.00712513323799532,0.00235767980478227,0.00648533184011814
0.000187249738904845,0.00370265456889617,0.00381140660461932,0.00379986201846492,0.00121863510088695,0.000232889766209267,0.00222341672377878,0.00274503970366009,0.00224157093984677,0.000683977777777778,0.00354813894713771,0.000683977777777778,0.00311691994453373,0.00328259651102805,0.000928966666666667,0.00169057725144343,0.000683977777777778,0.00831165672638182,0.00444614542132367,0.00245652937622967,0.0030924330857274,0.00189563014367466,0.00550248196266141,0.00245787645378792,0.00772989980582292
0.00022769434494791,0.00217748956294833,0.00550456052010826,0.00206203640477542,0.00130671638766718,0.000445692747944298,0.0032923534476125,0.00188744072322829,0.00494656329450228,0.000683977777777778,0.00313220595553486,0.000683977777777778,0.00343383849316651,0.00219669100586726,0.000928966666666667,0.000683977777777778,0.000683977777777778,0.00498503442974116,0.00377392422505149,0.00323892147773767,0.00625079224876026,0.00415263027288134,0.00507794958151848,0.00528846412520151,0.00944974842890921
0.000697595379452203,0.00198612935870699,0.00471761835674271,0.00249400125802778,0.000690960535944812,0.000165867592667404,0.00205018495399439,0.00160835744074719,0.00399169076269267,0.000683977777777778,0.000438486666666667,0.000683977777777778,0.00301406948704211,0.00392155647813899,0.000928966666666667,0.000683977777777778,0.000683977777777778,0.00509387969251442,0.00271402852307944,0.0028729163632333,0.0101442434213098,0.00377633121653713,0.00269854668268054,0.00475106515817737,0.00660927692134993
0.00142661701129767,0.00395458431073563,0.00572484253027996,0.00316554531329491,0.00072868321940558,0.000205618419841168,0.0009122581109926,0.00171191909635697,0.00417686639596073,0.00190623108393473,0.000438486666666667,0.000765104935889189,0.00353462065992247,0.00443474692874775,0.000928966666666667,0.000683977777777778,0.00168839747711154,0.0049896441253988,0.00313779477784268,0.00101164992694024,0.00146763329082666,0.00265160213640373,0.000739950826144029,0.0045681686724594,0.00334431008980539
0.000957411373080041,0.00462014867508815,0.00756451546076045,0.00237913443406969,0.00057579160541391,0.000848721780410473,0.000560160639955249,0.00165318351035684,0.00762824797996633,0.00243854747107756,0.000438486666666667,0.000683977777777778,0.0054951939294521,0.00387092111727543,0.000928966666666667,0.000683977777777778,0.000683977777777778,0.00312682817862751,0.00358161150431051,0.00232450596059523,0.000587630826225693,0.00373865563363558,0.00119033719599817,0.00365473373533359,0.00615484631316761
0.00106116991487821,0.00898353124338771,0.00313105906994181,0.00332721266440373,0.000598483905451562,0.000733018550150078,0.00156554331304069,0.00201206813622608,0.00422339840667173,0.000683977777777778,0.000438486666666667,0.00174832917585975,0.00549672663759177,0.00414482209882432,0.00229901899304344,0.000683977777777778,0.000996995055405531,0.00652439055312829,0.0039106588256954,0.00298247970541516,0.00124449396703814,0.00367429317951209,0.000865360544744131,0.00350400148814644,0.00397280367711301
0.000970253237446092,0.00980042064583001,0.00415942172336337,0.00271614848280574,0.00114010706876957,0.000967344061077431,0.00687918553752438,0.00268297327642037,0.00211862873948731,0.000683977777777778,0.000438486666666667,0.00198909615887642,0.00232249496447026,0.003182318349412,0.00398534822970517,0.000683977777777778,0.000683977777777778,0.00806283777864255,0.0059969529197962,0.00214178739511823,0.00104330665792681,0.00415952108878078,0.00206822277505642,0.00120782723994223,0.00457253623323836
0.00160316650302315,0.00851901648165158,0.00400199345890504,0.00416302858650535,0.00147707571583838,0.00074064389564334,0.0062196218011794,0.00273681765675596,0.000750167327915216,0.000683977777777778,0.000438486666666667,0.00319998637792762,0.00309586098431607,0.00188158919026792,0.00229884206716464,0.000683977777777778,0.000683977777777778,0.00608468203264235,0.00419203873867771,0.00109537178117491,0.000964510064135959,0.00866676961837157,0.00152636783224982,0.0013155310061894,0.00331456049922995
0.00173779639926075,0.00582144277271113,0.000917231291931191,0.00803934161300827,0.00175617893105822,0.000176158312676446,0.00524601728095931,0.00267816037091551,0.000897842307263066,0.000683977777777778,0.00373104746619909,0.00481073492257164,0.00145944673842213,0.00254965339604438,0.000928966666666667,0.000683977777777778,0.00140789154224995,0.00385892836239284,0.00444492588663384,0.0010813831672677,0.00136089136290035,0.00780898960644856,0.00106030619842172,0.0019149066700658,0.000852934097671762
0.00119723960060704,0.00306101369202896,0.000215475634165029,0.0102624121187929,0.00549180285020349,0.000165961444802283,0.00351001662864995,0.00388409602725167,0.000629196581583304,0.000683977777777778,0.00410076397983454,0.00325870309031241,0.00213167243581643,0.000683977777777778,0.00255373328322833,0.000683977777777778,0.00090962123620035,0.00171141868416051,0.00980535202482848,0.00320898245006017,0.0046685232210777,0.00423672158555245,0.00186559849662371,0.0038117496198393,0.000409391376027044
0.000661214733843677,0.00321299720265526,0.00132394119546933,0.00440655451928796,0.00426321253687547,0.000726180774540182,0.00242111253532608,0.0018991414298198,0.000920693937001597,0.000683977777777778,0.000438486666666667,0.00234919701660575,0.000438486666666667,0.000683977777777778,0.00308987861841894,0.000683977777777778,0.0027403538668745,0.000783668657445083,0.0110775579763701,0.00229626073655333,0.00863825136443284,0.00638868762252607,0.00270108461391078,0.0014676100860326,0.000240189528897624
0.00074037455959496,0.00614992083876981,0.00381283769857379,0.00437662349280745,0.00506929386372588,0.000818502045945383,0.00337167138646513,0.000509546233759807,0.00231223599838175,0.000683977777777778,0.000438486666666667,0.00164763856225967,0.000438486666666667,0.000683977777777778,0.000928966666666667,0.00405724813561895,0.00257129072250937,0.0017545370490053,0.0112500234389503,0.00294810367075812,0.0106270202979035,0.00511315393189229,0.00426036042001588,0.00210995605458033,0.000397481045329634
0,0.00469920782299383,0.00241368384648863,0.00590984048284625,0.00140762264023652,0.000232317367425922,0.00344130515836482,0.000185606237634445,0.00149465712635926,0.000683977777777778,0.000438486666666667,0.000683977777777778,0.00133916307215244,0.0017130147275404,0.00316782335646023,0.00384702915067349,0.00179504482725476,0.001811562132343,0.00937338976785139,0.00348136298531889,0.0123374736857082,0.00685176292076952,0.00742733013241756,0.00366585774438289,0.000311421504783721
0,0.00358498340462641,0.00183497573113869,0.00217491005885197,0.00214887073053457,0.000380318781635951,0.00348419218344212,0,0.00251970964373309,0.000683977777777778,0.000438486666666667,0.000683977777777778,0.00202166523437844,0.00200714927297058,0.00263020457973364,0.00288430940125419,0.00185423403814159,0.00317014716924944,0.00504482996321992,0.00259340190927481,0.00251649647769418,0.0102178810831768,0.00782740273742132,0.00133467329832886,0.000861704765828483
0,0.00137449282814397,0.00180413720970172,0.000444808104953022,0.000818350674207916,0.000792247977934951,0.00212207391672097,0.000166247317427761,0.00122927849569533,0.000683977777777778,0.00220030644766894,0.000683977777777778,0.000438486666666667,0.00207129175035196,0.000928966666666667,0.00423677821765267,0.000683977777777778,0.00356359580683304,0.00510554854335403,0.00206860427154844,0.00206721078740275,0.00563989136731992,0.00627157838579102,0.00256180404959147,0.00102335273614811
0.000315276323033741,0.00163414616369539,0.00396306825525696,0.000743158942468031,0.000747547081629562,0.00105310746581583,0.00275330217827684,0.000204181063849651,0.00100611784044477,0.000683977777777778,0.00231559412654728,0.000683977777777778,0.000438486666666667,0.00265010803987779,0.00293341475222551,0.00445038913397259,0.000683977777777778,0.00300857858809692,0.00491766187913052,0.00252742559647519,0.000822426806569881,0.0027556692341005,0.00284433270377769,0.00419643093281549,0.000612550190848448
0.000312167772691322,0.00328162189536833,0.00721633038616956,0.00100540215381223,0.00129917836429678,0.00378436435650722,0.00735951661901922,0.000720573355492623,0.000897057701950155,0.00377890192753949,0.000438486666666667,0.000683977777777778,0.000438486666666667,0.00264795147933751,0.00382862263814339,0.00286803259243806,0.00200911977384568,0.00319680371756933,0.00383194340480594,0.00508480569777169,0.00102588360879031,0.00394905922012337,0.00269096914515025,0.00591473801800496,0.000822663902052948
